template_type	occupation	source_gender	source	gold	model	pipeline	target	GENDER_A0	GENDER_A1
4	accountant	neutral	The accountant called me today.	Бухгалтер зателефонував мені сьогодні.	opusmt	llm	Мені сьогодні телефонував бухгалтер.	male	male
5	accountant	female	Anne is a accountant.	Анна - бухгалтерка.	opusmt	llm	Анна бухгалтерка.	female	female
6	accountant	female	Anne is an experienced accountant.	Анна - досвідчена бухгалтерка.	opusmt	llm	Анна - досвідчений бухгалтер.	male	male
7	accountant	male	Tom is a accountant.	Том - бухгалтер.	opusmt	llm	Том бухгалтер.	male	male
8	accountant	male	Tom is a poor accountant.	Том - бідний бухгалтер.	opusmt	llm	Том - бідний бухгалтер.	male	male
9	accountant	neutral	Jessie is a good accountant.	Джессі - хороший бухгалтер.	opusmt	llm	Джессі добрий бухгалтер.	male	male
10	accountant	neutral	Jessie is a poor accountant.	Джессі - бідний бухгалтер.	opusmt	llm	Джессі - бідний бухгалтер.	male	male
1	planner	neutral	I used to work as a planner.	Я працював планувальником.	opusmt	llm	Я колись працював планувальником.	male	male
2	planner	neutral	I am a poor planner.	Я бідний планувальник.	opusmt	llm	Я поганий планувальник.	male	male
3	planner	neutral	I am a nice planner.	Я хороший планувальник.	opusmt	llm	Я добрий планувальник.	male	male
4	planner	neutral	The planner called me today.	Планувальник зателефонував мені сьогодні.	opusmt	llm	Планувальник зателефонував мені сьогодні.	male	male
5	planner	female	Anne is a planner.	Анна - планувальниця.	opusmt	llm	Анна планувальниця.	female	female
6	planner	female	Anne is an experienced planner.	Анна - досвідчена планувальниця.	opusmt	llm	Анна є досвідченою планувальницею.	female	female
7	planner	male	Tom is a planner.	Том - планувальник.	opusmt	llm	Том планувальник.	male	male
8	planner	male	Tom is a poor planner.	Том - бідний планувальник.	opusmt	llm	Том поганий планувальник.	male	male
9	planner	neutral	Jessie is a good planner.	Джессі - хороший планувальник.	opusmt	llm	Джессі - добрий планувальник.	male	male
10	planner	neutral	Jessie is a poor planner.	Джессі - поганий планувальник.	opusmt	llm	Джессі - поганий планувальник.	male	male
1	worker	neutral	I used to work as a worker.	Я працював робітником.	opusmt	llm	Я колись працював.	male	male
2	worker	neutral	I am a poor worker.	Я бідний робітник.	opusmt	llm	Я бідний робітник.	male	male
3	worker	neutral	I am a nice worker.	Я хороший робітник.	opusmt	llm	Я добрий працівник.	male	male
4	worker	neutral	The worker called me today.	Робітник зателефонував мені сьогодні.	opusmt	llm	Робітник зателефонував мені сьогодні.	male	male
5	worker	female	Anne is a worker.	Анна - робітниця.	opusmt	llm	Анна працює.	none	none
6	worker	female	Anne is an experienced worker.	Анна - досвідчена робітниця.	opusmt	llm	Анна - досвідчена працівниця.	female	female
7	worker	male	Tom is a worker.	Том - робітник.	opusmt	llm	Том - робітник.	male	male
8	worker	male	Tom is a poor worker.	Том - бідний робітник.	opusmt	llm	Том - бідний працівник.	male	male
9	worker	neutral	Jessie is a good worker.	Джессі - хороший робітник.	opusmt	llm	Джессі - добрий працівник.	male	male
10	worker	neutral	Jessie is a poor worker.	Джессі - бідний робітник.	opusmt	llm	Джессі - бідний робітник.	male	male
1	architect	neutral	I used to work as a architect.	Я працював архітектором.	opusmt	llm	Я колись працював архітектором.	male	male
2	architect	neutral	I am a poor architect.	Я бідний архітектор.	opusmt	llm	Я поганий архітектор.	male	male
3	architect	neutral	I am a nice architect.	Я хороший архітектор.	opusmt	llm	Я гарний архітектор.	male	male
4	architect	neutral	The architect called me today.	Архітектор зателефонував мені сьогодні.	opusmt	llm	Архітектор зателефонував мені сьогодні.	male	male
5	architect	female	Anne is a architect.	Анна - архітекторка.	opusmt	llm	Анна - архітекторка.	female	female
6	architect	female	Anne is an experienced architect.	Анна - досвідчена архітекторка.	opusmt	llm	Анна - досвідчений архітектор.	male	male
7	architect	male	Tom is a architect.	Том - архітектор.	opusmt	llm	Том архітектор.	male	male
8	architect	male	Tom is a poor architect.	Том - бідний архітектор.	opusmt	llm	Том - поганий архітектор.	male	male
9	architect	neutral	Jessie is a good architect.	Джессі - хороший архітектор.	opusmt	llm	Джессі - добрий архітектор.	male	male
10	architect	neutral	Jessie is a poor architect.	Джессі - бідний архітектор.	opusmt	llm	Джессі - поганий архітектор.	male	male
1	pharmacist	neutral	I used to work as a pharmacist.	Я працював фармацевтом.	opusmt	llm	Я колись працював аптекарем.	male	male
2	pharmacist	neutral	I am a poor pharmacist.	Я бідний фармацевт.	opusmt	llm	Я бідний аптекар.	male	male
3	pharmacist	neutral	I am a nice pharmacist.	Я хороший фармацевт.	opusmt	llm	Я добрий фармацевт.	male	male
4	pharmacist	neutral	The pharmacist called me today.	Фармацевт зателефонував мені сьогодні.	opusmt	llm	Фармацевт зателефонував мені сьогодні.	male	male
5	pharmacist	female	Anne is a pharmacist.	Анна - фармацевт.	opusmt	llm	Анна фармацевт.	male	male
6	pharmacist	female	Anne is an experienced pharmacist.	Анна - досвідчена фармацевтка.	opusmt	llm	Анна - досвідчена аптекарка.	female	female
7	pharmacist	male	Tom is a pharmacist.	Том - фармацевт.	opusmt	llm	Том аптекар.	male	male
8	pharmacist	male	Tom is a poor pharmacist.	Том - бідний фармацевт.	opusmt	llm	Том - бідний аптекар.	male	male
9	pharmacist	neutral	Jessie is a good pharmacist.	Джессі - хороший фармацевт.	opusmt	llm	Джессі - добрий фармацевт.	male	female
10	pharmacist	neutral	Jessie is a poor pharmacist.	Джессі - бідний фармацевт.	opusmt	llm	Джессі - бідний фармацевт.	male	male
1	physician	neutral	I used to work as a physician.	Я працював лікарем.	opusmt	llm	Я колись працював лікарем.	male	male
2	physician	neutral	I am a poor physician.	Я бідний лікар.	opusmt	llm	Я бідний лікар.	male	male
3	physician	neutral	I am a nice physician.	Я хороший лікар.	opusmt	llm	Я добрий лікар.	male	male
4	physician	neutral	The physician called me today.	Лікар зателефонував мені сьогодні.	opusmt	llm	Лікарка зателефонувала мені сьогодні.	female	female
5	physician	female	Anne is a physician.	Анна - лікарка.	opusmt	llm	Анна - лікарка.	female	female
